4.39	65311
4.395	65359
4.4	65263
4.405	65327
4.41	65295
4.415	65263
4.42	65231
4.425	65263
4.43	65311
4.435	65263
4.44	65327
4.445	65135
4.45	65231
4.455	65199
4.46	65391
4.465	65263
4.47	65263
4.475	65215
4.48	65247
4.485	65375
4.49	65247
4.495	65247
4.5	65263
4.505	65359
4.51	65263
4.515	65295
4.52	65295
4.525	2480
4.53	2528
4.535	65279
4.54	65375
4.545	65263
4.55	65263
4.555	65231
4.56	65215
4.565	65199
4.57	65247
4.575	65359
4.58	65167
4.585	65215
4.59	65247
4.595	65199
4.6	65391
4.605	65295
4.61	65311
4.615	65279
4.62	65343
4.625	65247
4.63	65311
4.635	65311
4.64	65215
4.645	65295
4.65	65375
4.655	65263
4.66	65263
4.665	65311
4.67	65231
4.675	65343
4.68	65295
4.685	65279
4.69	65247
4.695	65231
4.7	65215
4.705	65359
4.71	65215
4.715	65279
4.72	65231
4.725	65263
4.73	65375
4.735	65231
4.74	65247
4.745	65311
4.75	65215
4.755	65343
4.76	65391
4.765	65343
4.77	65295
4.775	65327
4.78	65247
4.785	65295
4.79	65295
4.795	65295
4.8	2480
4.805	2400
4.81	2576
4.815	2384
4.82	2464
4.825	2480
4.83	2464
4.835	2448
4.84	2432
4.845	2464
4.85	2464
4.855	2480
4.86	2400
4.865	2464
4.87	2480
4.875	2464
4.88	2384
4.885	2496
4.89	2464
4.895	2480
4.9	2480
4.905	2400
4.91	2480
4.915	2464
4.92	2480
4.925	2400
4.93	2400
4.935	2544
4.94	2512
4.945	2368
4.95	2480
4.955	2400
4.96	2592
4.965	2448
4.97	2448
4.975	2432
4.98	2512
4.985	2432
4.99	2560
4.995	65327
